status_id,permalink,mitu_link,sharetext,post_type,category,date,sponsored,reposted,original,repost,repost_order,times_repost,days_bet_repost
1405630409737397_1817243721909395,https://www.facebook.com/1405630409737397_1817243721909395,https://fierce.wearemitu.com/calladitas-no-more/becky-g-claps-back-to-this-radio-host-who-tries-to-tell-her-that-women-should-not-express-themselves-sexually-in-their-music/,"Oh, no, no, no, no, no.",Link,Celebrity & Gossip,16/08/2017,0,0,1,0,,,
1405630409737397_1820228184944282,https://www.facebook.com/1405630409737397_1820228184944282,https://fierce.wearemitu.com/calladitas-no-more/carmen-carrera-and-spotify-are-continuing-her-fight-for-lgbtq-acceptance-and-inclusion/,Carmen Carrera has made it her mission to change the perception of trans people in the Latinx community.,Link,Celebrity & Gossip,22/08/2017,0,0,1,0,,,
1405630409737397_1785258955107872,https://www.facebook.com/1405630409737397_1785258955107872,https://fierce.wearemitu.com/calladitas-no-more/dascha-polanco-was-told-to-hide-her-afro-latina-features-when-she-started-acting/,"When someone says something like this, we come back stronger.",Link,Celebrity & Gossip,14/06/2017,0,0,1,0,,,
1405630409737397_1818079638492470,https://www.facebook.com/1405630409737397_1818079638492470,https://fierce.wearemitu.com/calladitas-no-more/heres-how-kali-uchis-became-an-accidental-feminist-icon-in-music/,She never meant to be a feminist icon.,Link,Identities,18/08/2017,0,0,1,0,,,
1405630409737397_1812944442339323,https://www.facebook.com/1405630409737397_1812944442339323,https://fierce.wearemitu.com/calladitas-no-more/its-time-movies-and-tv-show-us-that-female-latina-friendships-are-as-important-as-our-romantic-relationships/,We need more than just Flaca & Maritza.,Link,TV & Movies,7/08/2017,0,0,1,0,,,
1405630409737397_1804349433198824,https://www.facebook.com/1405630409737397_1804349433198824,https://fierce.wearemitu.com/calladitas-no-more/j-lo-is-making-waves-within-the-lgbtq-community-for-using-gender-neutral-pronouns-to-describe-a-loved-one/,One small comment from such a big artist can change the lives of so many people.,Link,Celebrity & Gossip,21/07/2017,0,0,1,0,,,
1405630409737397_1797004617266639,https://www.facebook.com/1405630409737397_1797004617266639,https://fierce.wearemitu.com/calladitas-no-more/la-la-anthony-has-been-an-unapologetic-afro-latina-in-hollywood-for-years-and-she-wants-hollywood-to-change-the-way-it-sees-latinas/,La La Anthony is challenging Hollywood's perception of Latinas.,Link,Identities,7/07/2017,0,0,1,0,,,
1405630409737397_1819563975010703,https://www.facebook.com/1405630409737397_1819563975010703,https://fierce.wearemitu.com/calladitas-no-more/these-photos-put-the-curvy-latina-stereotype-to-rest-once-and-for-all/,We are so much more powerful than any stereotype.,Link,Beauty & Fashion,21/08/2017,0,0,1,0,,,
1405630409737397_1813688405598260,https://www.facebook.com/1405630409737397_1813688405598260,https://fierce.wearemitu.com/calladitas-no-more/watch-a-latinas-powerful-anti-street-harassment-video-come-to-life-in-this-beautiful-choreographed-video/,She slams catcallers in the most beautiful way.,Link,Identities,9/08/2017,0,0,1,0,,,
1405630409737397_1820601731573594,https://www.facebook.com/1405630409737397_1820601731573594,https://fierce.wearemitu.com/decor-get-inspired/binational-artist-panca-creates-colorful-monsters-on-both-sides-of-the-border/,And guess who was commissioned by Coachella to design their merch :grinning:,Link,Identities,23/08/2017,0,0,1,0,,,
1405630409737397_1796738170626617,https://www.facebook.com/1405630409737397_1796738170626617,https://fierce.wearemitu.com/el-amor/quiz-what-type-of-telenovela-kisser-are-you/,My mom should take this quiz.,Link,TV & Movies,6/07/2017,0,0,1,0,,,
1405630409737397_1813185492315218,https://www.facebook.com/1405630409737397_1813185492315218,https://fierce.wearemitu.com/el-amor/stages-of-a-breakup-as-sung-by-la-india/,"Her words to ""Ese Hombre"" get me every single time. She's so savage.",Link,Music,8/08/2017,0,0,1,0,,,
1405630409737397_1809450519355382,https://www.facebook.com/1405630409737397_1809450519355382,https://fierce.wearemitu.com/el-amor/the-bachelorette-got-a-harsh-lesson-in-meeting-a-latina-suegra/,"""Rachel might learn a thing or two from these suegra stories.""",Link,TV & Movies,31/07/2017,0,0,1,0,,,
1405630409737397_1817066515260449,https://www.facebook.com/1405630409737397_1817066515260449,https://fierce.wearemitu.com/el-amor/thoughts-you-have-when-you-introduce-your-non-latino-partner-to-your-family/,*Please remember to kiss all my tías on the cheek :pray:,Link,Sex & Relationships,16/08/2017,0,0,1,0,,,
1405630409737397_1813409432292824,https://www.facebook.com/1405630409737397_1813409432292824,https://fierce.wearemitu.com/entertainment/fans-arent-happy-with-the-bachelorette-choosing-fake-latin-lover-bryan/,People were letting him have it.,Link,TV & Movies,8/08/2017,0,0,1,0,,,
1405630409737397_1813894602244307,https://www.facebook.com/1405630409737397_1813894602244307,https://fierce.wearemitu.com/entertainment/mi-vida-locas-sad-girl-and-mousie-are-still-besties-after-25-years/,Ultimate #friendshipgoals,Link,TV & Movies,9/08/2017,0,0,1,0,,,
1405630409737397_1810868159213618,https://www.facebook.com/1405630409737397_1810868159213618,https://fierce.wearemitu.com/entertainment/new-google-doodle-is-in-honor-of-the-great-actor-dolores-del-rio/,Google is giving the iconic Dolores del Río some serious love today.,Link,Identities,3/08/2017,0,0,1,0,,,
1405630409737397_1803342049966229,https://www.facebook.com/1405630409737397_1803342049966229,https://fierce.wearemitu.com/entertainment/once-upon-a-time-is-giving-us-a-latina-cinderella/,She looks amazing!,Link,TV & Movies,19/07/2017,0,0,1,0,,,
1405630409737397_1814736442160123,https://www.facebook.com/1405630409737397_1814736442160123,https://fierce.wearemitu.com/everyday-runway/these-9-latina-designers-will-make-you-want-to-max-out-your-credit-card/,For the Latinas who like the finer things in life.,Link,Beauty & Fashion,11/08/2017,0,0,1,0,,,
1405630409737397_1791696547797446,https://www.facebook.com/1405630409737397_1791696547797446,https://fierce.wearemitu.com/fierce/these-latinos-poured-their-hearts-in-letters-they-wrote-for-the-lgbtq-community-for-pride-month/,These quotes should be on inspirational posters.,Link,Celebrity & Gossip,27/06/2017,0,0,1,0,,,
1405630409737397_1797053443928423,https://www.facebook.com/1405630409737397_1797053443928423,https://fierce.wearemitu.com/fierce-boss-ladies/afro-puerto-rican-rapper-princess-nokia-dropped-a-dope-video-for-her-song-g-o-a-t-and-her-story-will-amaze-you/,Multitalented with an IDGAF attitude? She’s going to blow up.,Link,Identities,7/07/2017,0,0,1,0,,,
1405630409737397_1817709598529474,https://www.facebook.com/1405630409737397_1817709598529474,https://fierce.wearemitu.com/fierce-boss-ladies/a-university-in-mexico-offers-a-program-to-teach-indigenous-women-tech-skills-to-succeed-in-the-21st-century/,Inspiring women inspire women!,Link,Identities,17/08/2017,0,0,1,0,,,
1405630409737397_1809200482713719,https://www.facebook.com/1405630409737397_1809200482713719,https://fierce.wearemitu.com/fierce-boss-ladies/becky-g-is-reminded-of-her-childhood-and-opens-up-about-one-of-the-hardest-moments-in-her-life/,*grabs tissues*,Link,Celebrity & Gossip,31/07/2017,0,0,1,0,,,
1405630409737397_1818015601832207,https://www.facebook.com/1405630409737397_1818015601832207,https://fierce.wearemitu.com/fierce-boss-ladies/book-on-chicana-activists-honors-the-women-history-has-ignored/,These Chicanas deserve a place in the history books.,Link,Latino Culture,18/08/2017,0,0,1,0,,,
1405630409737397_1818772351756532,https://www.facebook.com/1405630409737397_1818772351756532,https://fierce.wearemitu.com/fierce-boss-ladies/portlands-liberation-barbell-is-the-inclusive-diet-free-mirror-free-gym-people-have-been-wanting/,Do u even lift in an inclusive space?,Link,News & Issues,19/08/2017,0,0,1,0,,,
1405630409737397_1818474825119618,https://www.facebook.com/1405630409737397_1818474825119618,https://fierce.wearemitu.com/fierce-boss-ladies/puerto-rican-rapper-nitty-scotts-latest-album-is-an-ode-to-afro-latinas/,I'm addicted.,Link,Music,19/08/2017,0,0,1,0,,,
1405630409737397_1815513735415727,https://www.facebook.com/1405630409737397_1815513735415727,https://fierce.wearemitu.com/fierce-boss-ladies/these-frida-kahlo-inspired-crowns-will-bring-out-the-queen-in-you/,"'Don’t dim the light on your own uniqueness, embrace it.'",Link,Beauty & Fashion,13/08/2017,0,0,1,0,,,
1405630409737397_1815804332053334,https://www.facebook.com/1405630409737397_1815804332053334,https://fierce.wearemitu.com/fierce-boss-ladies/these-two-chilean-women-are-leaving-a-mark-on-the-animation-world-with-heres-the-plan/,Their efforts are totally paying off.,Link,TV & Movies,13/08/2017,0,0,1,0,,,
1405630409737397_1799008993732868,https://www.facebook.com/1405630409737397_1799008993732868,https://fierce.wearemitu.com/fierce-boss-ladies/this-latinas-tamarindo-beer-won-vicelands-beerland-competition-and-its-inspired-by-her-abuela/,And to think this started as an 'accident'.,Link,Identities,11/07/2017,0,0,1,0,,,
1405630409737397_1788566074777160,https://www.facebook.com/1405630409737397_1788566074777160,https://fierce.wearemitu.com/fierce-boss-ladies/this-vegan-mexicana-decided-to-start-her-own-food-business-to-share-vegan-mexican-food-with-the-world/,She's even getting Latino parents to give vegan food another chance.,Link,Identities,21/06/2017,0,0,1,0,,,
1405630409737397_1792960921004342,https://www.facebook.com/1405630409737397_1792960921004342,https://fierce.wearemitu.com/identities/the-struggles-and-triumphs-of-having-naturally-curly-hair/,"Curly hair can be a total pain, but when it works, it works.",Link,Beauty & Fashion,29/06/2017,0,0,1,0,,,
1405630409737397_1814081405558960,https://www.facebook.com/1405630409737397_1814081405558960,https://fierce.wearemitu.com/politics/new-comic-book-teaches-children-how-to-deal-with-the-fears-of-deportation/,"It's a scary time for Latinos, and this comic can help.",Link,News & Issues,10/08/2017,0,0,1,0,,,
1405630409737397_1792341654399602,https://www.facebook.com/1405630409737397_1792341654399602,https://fierce.wearemitu.com/the-beatdown/how-i-coped-when-my-latino-family-flipped-out-when-i-cut-my-hair-short/,Why are latino parents so obsessed with hair?,Link,Family & Friends,28/06/2017,0,0,1,0,,,
1405630409737397_1802660790034355,https://www.facebook.com/1405630409737397_1802660790034355,https://fierce.wearemitu.com/the-beatdown/makeup-hacks-we-learned-from-abuelita-way-before-they-became-popular-on-instagram/,This is why your abuelita poured some beer in your hair... #TheMoreYouKnow,Link,Beauty & Fashion,18/07/2017,0,0,1,0,,,
1405630409737397_1812808465686254,https://www.facebook.com/1405630409737397_1812808465686254,https://fierce.wearemitu.com/the-beatdown/struggles-of-trying-to-rock-the-latina-red-lipstick-or-any-lipstick-for-that-matter/,Expects to look like Selena... Ends up looking like this :index_pointing_down:,Link,Beauty & Fashion,7/08/2017,0,0,1,0,,,
1405630409737397_1798499747117126,https://www.facebook.com/1405630409737397_1798499747117126,https://fierce.wearemitu.com/the-beatdown/unofficial-uses-for-your-acrylic-nails-that-weve-all-done-at-least-once/,This is how I let someone know your patience is running out.,Link,Beauty & Fashion,10/07/2017,0,0,1,0,,,
1405630409737397_1799067497060351,https://www.facebook.com/1405630409737397_1799067497060351,https://fierce.wearemitu.com/things-that-matter/kat-von-d-is-celebrating-10-years-of-sobriety-and-people-are-responding-by-sharing-their-struggles-with-substance-abuse/,"Congratulations, Kat Von D!",Link,Celebrity & Gossip,11/07/2017,0,0,1,0,,,
1405630409737397_1819262935040807,https://www.facebook.com/1405630409737397_1819262935040807,https://fierce.wearemitu.com/things-that-matter/this-latina-was-so-impacted-by-women-struggling-around-the-world-so-she-started-a-non-profit-to-help/,She is goals.,Link,Identities,20/08/2017,0,0,1,0,,,
1405630409737397_1788615644772203,https://www.facebook.com/1405630409737397_1788615644772203,https://fierce.wearemitu.com/you-earned-it/months-before-getting-her-masters-this-latina-found-a-letter-from-her-father-that-will-make-you-cry/,You'll want to call and thank your parents after seeing this tweet.,Link,Identities,21/06/2017,0,0,1,0,,,
1405630409737397_1814682778832156,https://www.facebook.com/1405630409737397_1814682778832156,https://shop.wearemitu.com/?utm_source=Facebook&utm_medium=Ad&utm_campaign=See+More+Carousel+-+H+-+P&utm_content=1,"Hey, yall. Love mitú. Buy something + tell your friends! :) Thank you!",Link,Other,11/08/2017,0,0,1,0,,,
1405630409737397_1770442186589549,https://www.facebook.com/1405630409737397_1770442186589549,https://wearemitu.com/bad-hombres/11-product-logos-replaced-with-brutally-honest-labels/,Lol these are all so true.,Link,Latino Culture,15/05/2017,0,0,1,0,,,
1405630409737397_1774063099560791,https://www.facebook.com/1405630409737397_1774063099560791,https://wearemitu.com/bad-hombres/11-things-every-guy-dreaded-every-time-they-were-asked-to-be-a-chambelan/,And you thought quinceañeras had it bad.,Link,Latino Culture,23/05/2017,0,0,1,0,,,
1405630409737397_1773458682954566,https://www.facebook.com/1405630409737397_1773458682954566,https://wearemitu.com/bad-hombres/5-stages-sports-fans-go-through-when-their-team-fcks-up-during-playoffs/,"For some, this is a tradition.",Link,Sports,22/05/2017,0,0,1,0,,,
1405630409737397_1791171414516626,https://www.facebook.com/1405630409737397_1791171414516626,https://wearemitu.com/bad-hombres/9-of-the-best-latino-characters-to-play-in-fighting-games/,#2 is my favorite.,Link,Other,26/06/2017,0,0,1,0,,,
1405630409737397_1798544193779348,https://www.facebook.com/1405630409737397_1798544193779348,https://wearemitu.com/bad-hombres/canelo-and-triple-g-are-already-hyping-up-their-fight-on-tv-and-radio/,:joy:,Link,Sports,10/07/2017,0,0,1,0,,,
1405630409737397_1770903689876732,https://www.facebook.com/1405630409737397_1770903689876732,https://wearemitu.com/bad-hombres/cipha-sounds-was-on-desus-and-mero-to-talk-about-his-new-show-and-how-jay-z-lowkey-disses-him-on-the-regs/,"Good thing he eventually listened to Chappelle, I would have lol",Link,Identities,16/05/2017,0,0,1,0,,,
1405630409737397_1771008346532933,https://www.facebook.com/1405630409737397_1771008346532933,https://wearemitu.com/bad-hombres/david-ortizs-memoir-hits-as-hard-as-his-bat-swing/,"""I cursed terrorists and spoke up for freedom without fear.""",Link,Sports,16/05/2017,0,0,1,0,,,
1405630409737397_1770249413275493,https://www.facebook.com/1405630409737397_1770249413275493,https://wearemitu.com/bad-hombres/demian-bichir-steps-out-of-his-comfort-zone-for-alien-covenant/,“You can’t say no to Ridley Scott.”,Link,TV & Movies,15/05/2017,0,0,1,0,,,
1405630409737397_1785657728401328,https://www.facebook.com/1405630409737397_1785657728401328,https://wearemitu.com/bad-hombres/fat-joe-shows-love-to-dj-khaled-by-licking-the-bottom-of-his-shoes/,"It may be weird to some, but Fat Joe is *known* for this.",Link,Other,15/06/2017,0,0,1,0,,,
1405630409737397_1772246973075737,https://www.facebook.com/1405630409737397_1772246973075737,https://wearemitu.com/bad-hombres/from-completely-unapologetic-to-funny-af-these-2017-grad-caps-are-goals/,Guys are getting in on it too. :raised_hands:,Link,Latino Culture,19/05/2017,0,0,1,0,,,
1405630409737397_1772132689753832,https://www.facebook.com/1405630409737397_1772132689753832,https://wearemitu.com/bad-hombres/gone-in-95-seconds-a-2-2-pound-burrito-versus-the-girl-of-our-dreams/,She probably eats more than the average guy!,Link,Food & Beverages,19/05/2017,0,0,1,0,,,
1405630409737397_1817806285186472,https://www.facebook.com/1405630409737397_1817806285186472,https://wearemitu.com/bad-hombres/hbos-hard-knocks-has-brutal-clip-of-roberto-aguayo-being-let-go-from-his-job/,That didn't look fun at all.,Link,Sports,17/08/2017,0,0,1,0,,,
1405630409737397_1789189614714806,https://www.facebook.com/1405630409737397_1789189614714806,https://wearemitu.com/bad-hombres/heres-a-list-of-ways-you-can-go-the-extra-mile-and-become-a-better-teammate-to-your-novia/,How To Be A Better Novio For Dummies.,Link,Sex & Relationships,22/06/2017,0,0,1,0,,,
1405630409737397_1767907766842991,https://www.facebook.com/1405630409737397_1767907766842991,https://wearemitu.com/bad-hombres/heres-another-side-of-snoop-dogg-singing-along-to-jenni-rivera/,This video is the best thing that has happened to me all week.,Link,Music,10/05/2017,0,0,1,0,,,
1405630409737397_1782606098706491,https://www.facebook.com/1405630409737397_1782606098706491,https://wearemitu.com/bad-hombres/heres-how-having-superpowers-doesnt-always-make-you-a-superhero/,"If you see a radioactive spider, just say ""no.""",Link,TV & Movies,9/06/2017,0,0,1,0,,,
1405630409737397_1738856066414828,https://www.facebook.com/1405630409737397_1738856066414828,https://wearemitu.com/bad-hombres/heres-why-you-need-to-quit-playing-and-go-to-a-dominican-barbershop-right-now/,They give you the jawline that God didn't.,Link,Beauty & Fashion,16/03/2017,0,0,1,0,,,
1405630409737397_1773508812949553,https://www.facebook.com/1405630409737397_1773508812949553,https://wearemitu.com/bad-hombres/his-family-was-homeless-when-he-started-high-school-now-he-is-going-to-harvard/,He saved his family from homelessness and now he is heading to Harvard.,Link,Identities,22/05/2017,0,0,1,0,,,
1405630409737397_1784706345163133,https://www.facebook.com/1405630409737397_1784706345163133,https://wearemitu.com/bad-hombres/how-to-confidently-buy-a-car-without-even-bringing-your-dad-with-you/,"Basically, how to buy a car like a boss.",Link,Other,13/06/2017,0,0,1,0,,,
1405630409737397_1749630062004095,https://www.facebook.com/1405630409737397_1749630062004095,https://wearemitu.com/bad-hombres/john-cena-proposes-to-nikki-bella-at-wrestlemania-and-she-says-yes-yes-yes/,Yes! Yes! Yes! Nikki Bella And John Cena Are Engaged!,Link,Sports,5/04/2017,0,0,1,0,,,
1405630409737397_1788513798115721,https://www.facebook.com/1405630409737397_1788513798115721,https://wearemitu.com/bad-hombres/latino-baseball-players-talk-money-new-fame-family-and-baseball-culture/,"“When I came here at 17, I didn’t even know how to say ‘No. 1.’ It was hard to go get something to eat, to understand play instructions.”",Link,Sports,21/06/2017,0,0,1,0,,,
1405630409737397_1765235833776851,https://www.facebook.com/1405630409737397_1765235833776851,https://wearemitu.com/bad-hombres/latinos-on-the-internet-know-how-to-celebrate-estar-guars-day/,May the fourth be with you (and also with you - amen.),Link,TV & Movies,4/05/2017,0,0,1,0,,,
1405630409737397_1771265723173862,https://www.facebook.com/1405630409737397_1771265723173862,https://wearemitu.com/bad-hombres/legendary-guerrero-family-in-netflixs-gorgeous-ladies-of-wrestling/,Viva La Raza!,Link,Sports,17/05/2017,0,0,1,0,,,
1405630409737397_1764093273891107,https://www.facebook.com/1405630409737397_1764093273891107,https://wearemitu.com/bad-hombres/listen-to-christian-bale-call-his-best-bud-oscar-isaac-a-d%E2%80%A2%E2%80%A2k-in-this-podcast-about-their-new-film-the-promise/,If you don't call him names is he really your friend?,Link,Celebrity & Gossip,2/05/2017,0,0,1,0,,,
1405630409737397_1768045520162549,https://www.facebook.com/1405630409737397_1768045520162549,https://wearemitu.com/bad-hombres/manu-ginobili-turned-back-the-clock-and-the-memes-were-hilarious/,That tweet about Harden's beard... DEAD,Link,Sports,10/05/2017,0,0,1,0,,,
1405630409737397_1803072296659871,https://www.facebook.com/1405630409737397_1803072296659871,https://wearemitu.com/bad-hombres/mr-cartoon-releases-45th-anniversary-nike-cortez-10-years-after-his-first-nike-design/,10 years after his first Nike design and he’s still dropping heat.,Link,Beauty & Fashion,19/07/2017,0,0,1,0,,,
1405630409737397_1816018368698597,https://www.facebook.com/1405630409737397_1816018368698597,https://wearemitu.com/bad-hombres/quiz-how-close-are-you-and-your-compadre/,The realest relationship goals.,Link,Family & Friends,14/08/2017,0,0,1,0,,,
1405630409737397_1814594172174350,https://www.facebook.com/1405630409737397_1814594172174350,https://wearemitu.com/bad-hombres/quiz-what-type-of-padrino-are-you/,My padrino is the young and hip one that takes you out to party.,Link,Family & Friends,11/08/2017,0,0,1,0,,,
1405630409737397_1770349103265524,https://www.facebook.com/1405630409737397_1770349103265524,https://wearemitu.com/bad-hombres/san-diego-padres-catcher-hector-sanchez-hits-fan-with-a-baseball-bat/,I hope she's okay... yikes.,Link,Sports,15/05/2017,0,0,1,0,,,
1405630409737397_1767502063550228,https://www.facebook.com/1405630409737397_1767502063550228,https://wearemitu.com/bad-hombres/stan-lee-just-revealed-that-hes-developing-a-new-latino-superhero/,This is what we’ve been waiting for.,Link,TV & Movies,9/05/2017,0,0,1,0,,,
1405630409737397_1774021936231574,https://www.facebook.com/1405630409737397_1774021936231574,https://wearemitu.com/bad-hombres/the-9-awkward-stages-of-growing-out-your-thick-hair/,This is literally me every time.,Link,Beauty & Fashion,23/05/2017,0,0,1,0,,,
1405630409737397_1750371715263263,https://www.facebook.com/1405630409737397_1750371715263263,https://wearemitu.com/bad-hombres/the-mexican-runner-is-a-gamer-who-made-a-name-for-himself-streaming-speedruns-but-his-greatest-achievement-is-beating-every-nes-game-ever/,What have you done with your life?,Link,Identities,6/04/2017,0,0,1,0,,,
1405630409737397_1753832444917190,https://www.facebook.com/1405630409737397_1753832444917190,https://wearemitu.com/bad-hombres/theres-a-guy-crowdsourcing-15000-to-buy-an-engagement-ring-for-his-girlfriend-but-if-i-can-raise-the-money-first-im-proposing-to-her-instead/,"Even if he can raise the 15K, there's no way she’d be tacky enough to accept it.",Link,Sex & Relationships,12/04/2017,0,0,1,0,,,
1405630409737397_1820125774954523,https://www.facebook.com/1405630409737397_1820125774954523,https://wearemitu.com/bad-hombres/these-soapbox-cars-will-either-have-you-drooling-at-the-mouth-or-will-give-you-major-nostalgia/,"They even dressed up as mayonnaise, queso and chili powder for the elote race car! :corn:",Link,Latino Culture,22/08/2017,0,0,1,0,,,
1405630409737397_1796123790688055,https://www.facebook.com/1405630409737397_1796123790688055,https://wearemitu.com/bad-hombres/these-things-will-make-even-the-most-confident-dude-second-guess-himself/,#3 hits home for sure.,Link,Beauty & Fashion,5/07/2017,0,0,1,0,,,
1405630409737397_1741099799523788,https://www.facebook.com/1405630409737397_1741099799523788,https://wearemitu.com/bad-hombres/this-article-would-be-better-if-it-were-written-in-colombia-because-im-funnier-when-im-drunk/,A lot of people are going to be happy about this...,Link,Sensationalist,20/03/2017,0,0,1,0,,,
1405630409737397_1813806695586431,https://www.facebook.com/1405630409737397_1813806695586431,https://wearemitu.com/bad-hombres/this-artist-started-fuchila-fresheners-as-a-joke-now-its-a-full-on-business/,I want to buy all of these.,Link,Latino Culture,9/08/2017,0,0,1,0,,,
1405630409737397_1813230698977364,https://www.facebook.com/1405630409737397_1813230698977364,https://wearemitu.com/bad-hombres/this-conversation-between-a-son-and-his-mom-is-way-too-real-for-every-guy-who-is-in-his-late-20s-and-single/,And y'all thought women were the only ones who dealt with this.,Link,Family & Friends,8/08/2017,0,0,1,0,,,
1405630409737397_1771140626519705,https://www.facebook.com/1405630409737397_1771140626519705,https://wearemitu.com/bad-hombres/this-dominican-comic-got-hilariously-real-about-his-family-and-we-can-definitely-relate/,The dad shirt joke is too real.,Link,TV & Movies,17/05/2017,0,0,1,0,,,
1405630409737397_1744827795817655,https://www.facebook.com/1405630409737397_1744827795817655,https://wearemitu.com/bad-hombres/this-guy-literally-grabbed-the-bull-by-the-horns-with-his-ass/,"Mess with the bull, get the horns...

Like Bad Hombres on Facebook --> Bad Hombres",Link,Sensationalist,27/03/2017,0,0,1,0,,,
1405630409737397_1771909093109525,https://www.facebook.com/1405630409737397_1771909093109525,https://wearemitu.com/bad-hombres/this-iconic-latino-actor-and-restauranteur-is-the-american-dream/,It's so cute that he remembers it was his mom's dream.,Link,Food & Beverages,18/05/2017,0,0,1,0,,,
1405630409737397_1749091198724648,https://www.facebook.com/1405630409737397_1749091198724648,https://wearemitu.com/bad-hombres/this-is-how-the-media-portrays-latino-men-and-heres-what-we-can-do-about-it/,Here's why machismo isn't synonymous with latino men.,Link,Latino Culture,4/04/2017,0,0,1,0,,,
1405630409737397_1817561981877569,https://www.facebook.com/1405630409737397_1817561981877569,https://wearemitu.com/bad-hombres/this-is-the-kind-of-pressure-guys-have-to-deal-with-from-their-parents-as-they-start-hitting-their-late-20s/,This 'porque eres el hombre de la casa' thing is exhausting.,Link,Family & Friends,17/08/2017,0,0,1,0,,,
1405630409737397_1797142287252872,https://www.facebook.com/1405630409737397_1797142287252872,https://wearemitu.com/bad-hombres/this-is-why-family-road-trips-are-nothing-like-those-go-pro-travel-videos-you-see-all-over-the-internet/,And they swear their feet don't stink.,Link,Family & Friends,7/07/2017,0,0,1,0,,,
1405630409737397_1762215800745521,https://www.facebook.com/1405630409737397_1762215800745521,https://wearemitu.com/bad-hombres/this-mexican-megacars-specs-are-insane-but-the-exterior-is-where-its-innovation-shines/,They’re saying this might be the most extreme car on Earth.,Link,Sports,28/04/2017,0,0,1,0,,,
1405630409737397_1815249778775456,https://www.facebook.com/1405630409737397_1815249778775456,https://wearemitu.com/bad-hombres/this-rhode-island-city-filed-for-bankruptcy-then-a-young-latino-mayor-saved-the-city/,Proof that salsa music is always a good idea.,Link,Citizenship & Politics,12/08/2017,0,0,1,0,,,
1405630409737397_1774273972873037,https://www.facebook.com/1405630409737397_1774273972873037,https://wearemitu.com/bad-hombres/watch-this-dominicano-basketball-player-cuts-a-savage-wwe-worthy-wrestling-promo-during-post-game-interview/,The video meme is hilarious.,Link,Sports,23/05/2017,0,0,1,0,,,
1405630409737397_1761438314156603,https://www.facebook.com/1405630409737397_1761438314156603,https://wearemitu.com/bad-hombres/when-youre-a-latino-who-cant-handle-spicy-food/,This is me lol.,Link,Latino Culture,26/04/2017,0,0,1,0,,,
1405630409737397_1765591947074573,https://www.facebook.com/1405630409737397_1765591947074573,https://wearemitu.com/bad-hombres/wtf-this-interview-with-a-rod-derek-jeter-is-awkward-af/,He even confuses them!,Link,Celebrity & Gossip,5/05/2017,0,0,1,0,,,
1405630409737397_1753206698313098,https://www.facebook.com/1405630409737397_1753206698313098,https://wearemitu.com/bad-hombres/you-might-know-him-as-one-half-of-the-legendary-duo-cheech-chong-but-you-probably-dont-know-how-much-he-continues-to-influence-pop-culture/,Most people don't realize Cheech's talent translates on both sides of the camera.,Link,Celebrity & Gossip,11/04/2017,0,0,1,0,,,
1405630409737397_1637546769879092,https://www.facebook.com/wearemitu/posts/1637546769879092,https://wearemitu.com/cholos-try/?utm_source=facebook&utm_medium=link&utm_campaign=1_CT_L_I2_C4_S3,“Sh•t could go wrong at any time.”,Link,Latino Culture,23/08/2016,1,0,1,0,,,
1405630409737397_1782606355373132,https://www.facebook.com/1405630409737397_1782606355373132,https://wearemitu.com/comedy/13-hilarious-signs-and-storefronts-that-perfectly-display-mexicos-sense-of-humor/,Number 4 is too much.,Link,Latino Culture,12/06/2017,0,0,1,0,,,
1405630409737397_1792442267722874,https://www.facebook.com/1405630409737397_1792442267722874,https://wearemitu.com/comedy/a-classic-song-by-the-smiths-is-remixed-into-super-mario-bros/,"Sorry Morrissey, but your band is another castle.",Link,Music,30/06/2017,0,0,1,0,,,
1405630409737397_1796121957354905,https://www.facebook.com/1405630409737397_1796121957354905,https://wearemitu.com/comedy/alex-rodriguez-made-an-omelette-of-himself-on-the-tonight-show-with-jimmy-fallon/,I can't wait to do this with my friends. lol,Link,Celebrity & Gossip,5/07/2017,0,0,1,0,,,
1405630409737397_1750841411882960,https://www.facebook.com/1405630409737397_1750841411882960,https://wearemitu.com/comedy/all-the-feelings-you-go-through-when-youre-on-a-diet-but-love-food/,I can't quit you.,Link,Food & Beverages,7/04/2017,0,0,1,0,,,
1405630409737397_1775153512785083,https://www.facebook.com/1405630409737397_1775153512785083,https://wearemitu.com/comedy/a-mexican-lawyer-created-trump-toilet-paper-and-proceeds-will-go-to-help-deportees/,"The product slogan is ""Suavidad sin fronteras.""",Link,News & Issues,29/05/2017,0,0,1,0,,,
1405630409737397_1757115237922244,https://www.facebook.com/1405630409737397_1757115237922244,https://wearemitu.com/comedy/aubrey-plaza-shines-as-a-foul-mouthed-nun-in-this-nsfw-the-little-hours-trailer/,"Critics are calling it ""unapologetically raunchy.""",Link,TV & Movies,20/04/2017,0,0,1,0,,,
1405630409737397_1782438615389906,https://www.facebook.com/1405630409737397_1782438615389906,https://wearemitu.com/comedy/chingo-bling-and-his-friends-get-real-about-their-family-issues-and-its-way-too-relatable/,In Latino families we love to give each other nicknames…but they’re f*cked up nicknames.,Link,Family & Friends,9/06/2017,0,0,1,0,,,
